date,total_sales,total_promotion_units,promoted_rows,total_rows,promoted_rows_pct
2015-10-18,1071477.102879,2212,344,1782,0.19304152637485972
2015-10-19,699259.488037,1166,310,1782,0.1739618406285073
2015-10-20,660308.361186,3039,276,1782,0.15488215488215487
2015-10-21,672847.3460333,7950,354,1782,0.19865319865319866
2015-10-22,547020.0469813,1019,269,1782,0.15095398428731763
2015-10-23,639040.6062,6519,499,1782,0.28002244668911336
2015-10-24,859950.710621,915,266,1782,0.14927048260381592
2015-10-25,1018783.141953,1822,254,1782,0.1425364758698092
2015-10-26,649914.352338,842,238,1782,0.1335578002244669
2015-10-27,587066.101075,2944,246,1782,0.13804713804713806
2015-10-28,599388.1222552,7811,320,1782,0.17957351290684623
2015-10-29,511860.0689186,1392,245,1782,0.13748597081930417
2015-10-30,635875.8911987,7060,494,1782,0.2772166105499439
2015-10-31,915956.851878,1667,288,1782,0.16161616161616163
2015-11-01,819250.388037,2621,293,1782,0.1644219977553311
2015-11-02,762549.794932,1715,262,1782,0.14702581369248036
2015-11-03,1033439.132986,3898,297,1782,0.16666666666666666
2015-11-04,855494.43996,9041,370,1782,0.20763187429854096
2015-11-05,649662.670907,1872,290,1782,0.1627384960718294
2015-11-06,671145.788057,7448,473,1782,0.2654320987654321
2015-11-07,929723.344157,1881,300,1782,0.16835016835016836
2015-11-08,1077361.9559685,2868,274,1782,0.1537598204264871
2015-11-09,683644.901987,1707,260,1782,0.14590347923681257
2015-11-10,623529.1790699,3788,283,1782,0.15881032547699214
2015-11-11,689746.212316,8741,340,1782,0.19079685746352412
2015-11-12,506937.6640027,1777,266,1782,0.14927048260381592
2015-11-13,626674.025055,7175,471,1782,0.26430976430976433
2015-11-14,867597.332909,2300,350,1782,0.19640852974186307
2015-11-15,1056159.462651,3508,369,1782,0.20707070707070707
2015-11-16,716508.7092175,2524,372,1782,0.20875420875420875
2015-11-17,618919.988059,4525,390,1782,0.21885521885521886
2015-11-18,683954.18795,9935,438,1782,0.24579124579124578
2015-11-19,560452.567301,2888,425,1782,0.23849607182940516
2015-11-20,665619.668251,8109,556,1782,0.31200897867564537
2015-11-21,863726.8816559,2473,376,1782,0.21099887766554434
2015-11-22,1015844.2849005,3537,398,1782,0.22334455667789002
2015-11-23,696685.460932,2307,335,1782,0.18799102132435466
2015-11-24,612710.200935,4508,376,1782,0.21099887766554434
2015-11-25,658917.83013,9548,430,1782,0.24130190796857465
2015-11-26,530358.330027,2134,342,1782,0.1919191919191919
2015-11-27,645087.0350447,7812,551,1782,0.30920314253647585
2015-11-28,850596.003884,2432,371,1782,0.20819304152637486
2015-11-29,1070619.802932,3235,331,1782,0.18574635241301907
2015-11-30,762036.1239965,2190,311,1782,0.1745230078563412
2015-12-01,857620.9426407,5121,461,1782,0.25869809203142535
2015-12-02,867269.57584,10113,496,1782,0.2783389450056117
2015-12-03,676883.031992,2513,393,1782,0.22053872053872053
2015-12-04,749354.1319635,8073,561,1782,0.3148148148148148
2015-12-05,966202.367876,2404,380,1782,0.2132435465768799
2015-12-06,1143119.31945,3188,370,1782,0.20763187429854096
2015-12-07,822334.708983,2031,337,1782,0.18911335578002245
2015-12-08,712569.16983,4241,360,1782,0.20202020202020202
2015-12-09,747893.782087,9603,457,1782,0.2564534231200898
2015-12-10,657427.1785246,2013,368,1782,0.20650953984287318
2015-12-11,708392.807819,7574,530,1782,0.29741863075196406
2015-12-12,915667.884291,2179,389,1782,0.21829405162738497
2015-12-13,1059425.4213405,2924,364,1782,0.20426487093153758
2015-12-14,811613.7221567,1672,310,1782,0.1739618406285073
2015-12-15,779809.953397,5965,392,1782,0.21997755331088664
2015-12-16,859930.249129,11274,496,1782,0.2783389450056117
2015-12-17,809809.748717,2120,363,1782,0.2037037037037037
2015-12-18,893569.902701,7493,517,1782,0.29012345679012347
2015-12-19,1095523.5178683,2231,379,1782,0.21268237934904602
2015-12-20,1175416.9636673,3037,402,1782,0.2255892255892256
2015-12-21,1072887.476889,1811,348,1782,0.19528619528619529
2015-12-22,1141861.90926,4122,382,1782,0.2143658810325477
2015-12-23,1196146.056374,9276,436,1782,0.244668911335578
2015-12-24,1083680.315238,1838,379,1782,0.21268237934904602
2015-12-26,946725.190766,1725,338,1782,0.18967452300785634
2015-12-27,837714.129168,2582,374,1782,0.20987654320987653
2015-12-28,789684.9127821,1316,296,1782,0.16610549943883277
2015-12-29,870762.025758,3848,366,1782,0.2053872053872054
2015-12-30,1030043.735764,9068,408,1782,0.22895622895622897
2015-12-31,964641.5415009999,1638,293,1782,0.1644219977553311
2016-01-01,16433.394,159,10,1782,0.005611672278338945
2016-01-02,1066677.424862,1832,382,1782,0.2143658810325477
2016-01-03,1226735.719895,2936,411,1782,0.23063973063973064
2016-01-04,955956.875097,1741,349,1782,0.19584736251402918
2016-01-05,835320.439089,3950,376,1782,0.21099887766554434
2016-01-06,821685.655923,8959,443,1782,0.24859708193041527
2016-01-07,653504.3669428,1998,388,1782,0.21773288439955107
2016-01-08,713608.3341557,7235,521,1782,0.29236812570145904
2016-01-09,989209.458148,1793,389,1782,0.21829405162738497
2016-01-10,1094693.83696,2700,382,1782,0.2143658810325477
2016-01-11,705495.240963,1467,309,1782,0.1734006734006734
2016-01-12,647058.461085,3683,371,1782,0.20819304152637486
2016-01-13,660045.317135,8823,438,1782,0.24579124579124578
2016-01-14,561972.62307,1917,374,1782,0.20987654320987653
2016-01-15,671027.100027,7696,561,1782,0.3148148148148148
2016-01-16,959827.146436,2282,436,1782,0.244668911335578
2016-01-17,1057997.343303,3141,432,1782,0.24242424242424243
2016-01-18,709784.229951,2201,401,1782,0.2250280583613917
2016-01-19,630929.75099,4738,491,1782,0.2755331088664422
2016-01-20,738744.013045,10589,587,1782,0.32940516273849607
2016-01-21,552820.7690359,940,224,1782,0.12570145903479238
2016-01-22,648431.428037,6542,459,1782,0.25757575757575757
2016-01-23,906754.833923,924,243,1782,0.13636363636363635
2016-01-24,980927.7570135,1964,279,1782,0.15656565656565657
2016-01-25,658090.687097,782,201,1782,0.1127946127946128
2016-01-26,609465.787904,3075,262,1782,0.14702581369248036
2016-01-27,647254.67807,8217,332,1782,0.186307519640853
2016-01-28,533709.8489592,2483,240,1782,0.13468013468013468
2016-01-29,660492.758086,8261,473,1782,0.2654320987654321
2016-01-30,969938.376831,2791,287,1782,0.1610549943883277
2016-01-31,1093211.2294,3759,291,1782,0.1632996632996633
2016-02-01,872063.3148838,2805,279,1782,0.15656565656565657
2016-02-02,765233.207779,4924,276,1782,0.15488215488215487
2016-02-03,772360.939004,9935,358,1782,0.20089786756453423
2016-02-04,650328.166941,3326,217,1782,0.12177328843995511
2016-02-05,768586.5079877,9244,448,1782,0.25140291806958476
2016-02-06,941954.07605,3667,284,1782,0.15937149270482603
2016-02-07,697791.630994,4184,275,1782,0.15432098765432098
2016-02-08,636542.677274,3245,234,1782,0.13131313131313133
2016-02-09,746939.64016,5542,247,1782,0.13860830527497195
2016-02-10,790988.713851,10965,339,1782,0.19023569023569023
2016-02-11,646376.371075,5650,293,1782,0.1644219977553311
2016-02-12,698152.0698755,11248,504,1782,0.2828282828282828
2016-02-13,859023.0269945,6018,347,1782,0.1947250280583614
2016-02-14,940214.498527,6966,357,1782,0.20033670033670034
2016-02-15,746671.290005,5744,303,1782,0.17003367003367004
2016-02-16,719111.88609,6223,332,1782,0.186307519640853
2016-02-17,723794.722013,11241,412,1782,0.23120089786756454
2016-02-18,570072.678149,3949,300,1782,0.16835016835016836
2016-02-19,672510.133621,9501,515,1782,0.2890011223344557
2016-02-20,883790.2212395,4278,334,1782,0.18742985409652077
2016-02-21,991384.2700283,5431,359,1782,0.20145903479236812
2016-02-22,698907.63622,4009,305,1782,0.17115600448933782
2016-02-23,641329.0610941,6027,316,1782,0.17732884399551066
2016-02-24,675573.377814,11117,406,1782,0.22783389450056116
2016-02-25,557959.327812,3236,336,1782,0.18855218855218855
2016-02-26,641922.8016649,9782,490,1782,0.27497194163860833
2016-02-27,916704.0687289999,5172,400,1782,0.2244668911335578
2016-02-28,994502.727301,6156,412,1782,0.23120089786756454
2016-02-29,726619.7578255,3956,385,1782,0.21604938271604937
2016-03-01,897927.643296,6666,443,1782,0.24859708193041527
2016-03-02,878452.364907,11706,524,1782,0.2940516273849607
2016-03-03,671564.7523075,3490,426,1782,0.23905723905723905
2016-03-04,747546.7958183,9322,574,1782,0.3221099887766554
2016-03-05,1028620.677053,3909,446,1782,0.250280583613917
2016-03-06,1078958.5091855,4730,434,1782,0.24354657687991021
2016-03-07,738126.524119,3446,434,1782,0.24354657687991021
2016-03-08,642291.3448895,5398,468,1782,0.26262626262626265
2016-03-09,694645.8489091,10754,550,1782,0.30864197530864196
2016-03-10,572491.856825,3430,466,1782,0.2615039281705948
2016-03-11,664893.5129268001,9111,605,1782,0.3395061728395062
2016-03-12,898101.109871,3825,490,1782,0.27497194163860833
2016-03-13,954980.3301475,4613,446,1782,0.250280583613917
2016-03-14,668066.393105,3453,434,1782,0.24354657687991021
2016-03-15,668186.702459,5709,460,1782,0.25813692480359146
2016-03-16,739805.377693,10828,547,1782,0.3069584736251403
2016-03-17,580452.5319757,4979,542,1782,0.3041526374859708
2016-03-18,666756.8191527,9539,583,1782,0.3271604938271605
2016-03-19,895038.512068,4430,422,1782,0.23681257014590348
2016-03-20,929605.582019,5296,422,1782,0.23681257014590348
2016-03-21,690469.800941,4119,365,1782,0.2048260381593715
2016-03-22,622695.8369947,5900,375,1782,0.21043771043771045
2016-03-23,714881.17408,11249,466,1782,0.2615039281705948
2016-03-24,660489.8450025,2340,258,1782,0.1447811447811448
2016-03-25,633524.200062,7584,446,1782,0.250280583613917
2016-03-26,800133.5174955,2400,297,1782,0.16666666666666666
2016-03-27,833336.064862,3329,299,1782,0.16778900112233447
2016-03-28,661057.8656583,2380,277,1782,0.15544332210998876
2016-03-29,621166.0630926,4467,298,1782,0.16722783389450055
2016-03-30,660138.988943,9807,374,1782,0.20987654320987653
2016-03-31,617374.3379607,3581,310,1782,0.1739618406285073
2016-04-01,872467.3200749999,9793,511,1782,0.2867564534231201
2016-04-02,1150824.580929,3941,332,1782,0.186307519640853
2016-04-03,1266908.291001,5092,335,1782,0.18799102132435466
2016-04-04,795237.1920634999,3643,297,1782,0.16666666666666666
2016-04-05,725750.101045,5677,316,1782,0.17732884399551066
2016-04-06,744784.8430795,11186,410,1782,0.23007856341189675
2016-04-07,587939.720177,3080,253,1782,0.1419753086419753
2016-04-08,689727.1961377,9240,481,1782,0.26992143658810325
2016-04-09,927981.389244,4143,390,1782,0.21885521885521886
2016-04-10,1008876.737901,5403,428,1782,0.24017957351290684
2016-04-11,665348.963943,4377,422,1782,0.23681257014590348
2016-04-12,651657.0342615,6825,444,1782,0.24915824915824916
2016-04-13,672611.4810500001,12374,546,1782,0.3063973063973064
2016-04-14,546785.2089455,3484,528,1782,0.2962962962962963
2016-04-15,667606.299867,9158,667,1782,0.37429854096520765
2016-04-16,862121.492036,3954,589,1782,0.33052749719416386
2016-04-17,1271833.739255,4986,561,1782,0.3148148148148148
2016-04-18,1345920.6048929,4075,574,1782,0.3221099887766554
2016-04-19,1152089.208085,6110,574,1782,0.3221099887766554
2016-04-20,1062426.2900389,12650,643,1782,0.3608305274971942
2016-04-21,1001079.779168,5526,585,1782,0.3282828282828283
2016-04-22,857059.24399,11038,683,1782,0.3832772166105499
2016-04-23,1022143.1346499,5737,623,1782,0.3496071829405163
2016-04-24,1039369.932014,6762,619,1782,0.34736251402918067
2016-04-25,680000.753839,5125,582,1782,0.3265993265993266
2016-04-26,704799.4182328,7306,577,1782,0.32379349046015715
2016-04-27,670288.098041,13522,677,1782,0.37991021324354657
2016-04-28,543339.849013,6363,598,1782,0.33557800224466894
2016-04-29,708711.428894,14393,765,1782,0.4292929292929293
2016-04-30,1067335.770093,10349,712,1782,0.3995510662177329
2016-05-01,1270121.20756,12056,684,1782,0.3838383838383838
2016-05-02,973985.670432,9677,698,1782,0.39169472502805835
2016-05-03,792205.5501393,12286,658,1782,0.36924803591470257
2016-05-04,798654.4540987,17422,733,1782,0.4113355780022447
2016-05-05,648701.6029645,9971,647,1782,0.36307519640852975
2016-05-06,761422.5161262,16096,794,1782,0.44556677890011226
2016-05-07,1071192.776983,10650,677,1782,0.37991021324354657
2016-05-08,820824.6380683,10736,645,1782,0.36195286195286197
2016-05-09,771767.6541339,10233,621,1782,0.3484848484848485
2016-05-10,693010.486981,12099,635,1782,0.356341189674523
2016-05-11,727543.4630335,15793,673,1782,0.377665544332211
2016-05-12,603394.2070997,8951,684,1782,0.3838383838383838
2016-05-13,666833.8999414,14003,774,1782,0.43434343434343436
2016-05-14,932869.5212631,9545,702,1782,0.3939393939393939
2016-05-15,1070331.66738,10418,720,1782,0.40404040404040403
2016-05-16,748112.686851,8877,674,1782,0.3782267115600449
2016-05-17,661930.83884,10975,682,1782,0.38271604938271603
2016-05-18,671232.9593407,14599,706,1782,0.3961840628507295
2016-05-19,581470.5602065,8973,688,1782,0.38608305274971944
2016-05-20,706024.0579254,14004,751,1782,0.4214365881032548
2016-05-21,910757.16309,9307,657,1782,0.3686868686868687
2016-05-22,1030671.62292,10339,686,1782,0.38496071829405165
2016-05-23,695004.681298,8534,632,1782,0.3546576879910213
2016-05-24,606377.2052165,10606,679,1782,0.38103254769921435
2016-05-25,637512.038734,15657,763,1782,0.4281705948372615
2016-05-26,571968.623123,10758,762,1782,0.4276094276094276
2016-05-27,852689.219312,17133,867,1782,0.48653198653198654
2016-05-28,816187.2200643,11524,770,1782,0.43209876543209874
2016-05-29,959853.658039,12737,786,1782,0.44107744107744107
2016-05-30,752452.419172,11392,740,1782,0.4152637485970819
2016-05-31,974327.9898907,14668,806,1782,0.45230078563411896
2016-06-01,811525.320315,15912,794,1782,0.44556677890011226
2016-06-02,694535.9356793,8059,713,1782,0.4001122334455668
2016-06-03,742363.085208,11747,783,1782,0.4393939393939394
2016-06-04,1011996.61607,6666,745,1782,0.4180695847362514
2016-06-05,1123734.4361,7628,752,1782,0.4219977553310887
2016-06-06,729894.222866,6262,731,1782,0.4102132435465769
2016-06-07,658714.653306,8345,732,1782,0.4107744107744108
2016-06-08,696747.5498651,13972,777,1782,0.43602693602693604
2016-06-09,547139.6129411,6261,710,1782,0.3984287317620651
2016-06-10,637354.31962,12011,752,1782,0.4219977553310887
2016-06-11,845838.2061645,7639,739,1782,0.41470258136924804
2016-06-12,947479.764963,8585,751,1782,0.4214365881032548
2016-06-13,685382.193062,7235,696,1782,0.39057239057239057
2016-06-14,622267.7731045,9714,701,1782,0.39337822671156003
2016-06-15,708327.6370845,16034,785,1782,0.4405162738496072
2016-06-16,620526.243001,7642,705,1782,0.3956228956228956
2016-06-17,737897.438279,13274,803,1782,0.4506172839506173
2016-06-18,972971.109711,8524,738,1782,0.41414141414141414
2016-06-19,837363.023871,8814,717,1782,0.40235690235690236
2016-06-20,735754.3648971,7609,672,1782,0.3771043771043771
2016-06-21,679248.0220203,9623,664,1782,0.372615039281706
2016-06-22,677730.6512057,15476,718,1782,0.40291806958473625
2016-06-23,559653.337429,6384,715,1782,0.4012345679012346
2016-06-24,641812.675912,11846,784,1782,0.4399551066217733
2016-06-25,860296.8349625,6984,732,1782,0.4107744107744108
2016-06-26,954344.666933,8257,758,1782,0.42536475869809204
2016-06-27,684735.608995,6513,689,1782,0.3866442199775533
2016-06-28,596948.934953,8118,607,1782,0.34062850729517397
2016-06-29,632489.476942,13620,709,1782,0.3978675645342312
2016-06-30,554144.864923,6662,670,1782,0.3759820426487093
2016-07-01,857027.5539605,12713,826,1782,0.46352413019079686
2016-07-02,1078485.141848,7331,790,1782,0.44332210998877664
2016-07-03,1126713.707945,8070,784,1782,0.4399551066217733
2016-07-04,850891.598845,6906,780,1782,0.4377104377104377
2016-07-05,728011.558041,9188,731,1782,0.4102132435465769
2016-07-06,752110.940641,16405,795,1782,0.44612794612794615
2016-07-07,591702.7820185,5265,528,1782,0.2962962962962963
2016-07-08,688563.400224,12532,785,1782,0.4405162738496072
2016-07-09,868259.9708787,7671,712,1782,0.3995510662177329
2016-07-10,932486.3001359,8786,715,1782,0.4012345679012346
2016-07-11,688436.1450485,7134,688,1782,0.38608305274971944
2016-07-12,627039.780111,8817,669,1782,0.37542087542087543
2016-07-13,642494.4024465,13382,739,1782,0.41470258136924804
2016-07-14,535124.328126,5346,686,1782,0.38496071829405165
2016-07-15,675032.4290353,11407,783,1782,0.4393939393939394
2016-07-16,887192.885063,6365,712,1782,0.3995510662177329
2016-07-17,932586.6967328,7336,708,1782,0.39730639730639733
2016-07-18,702619.751022,5892,682,1782,0.38271604938271603
2016-07-19,633176.2922806,7823,665,1782,0.37317620650953987
2016-07-20,686848.847004,13216,772,1782,0.4332210998877666
2016-07-21,578823.6890245,5644,713,1782,0.4001122334455668
2016-07-22,646633.655341,10352,750,1782,0.4208754208754209
2016-07-23,822292.472006,5882,753,1782,0.4225589225589226
2016-07-24,847867.677942,6813,739,1782,0.41470258136924804
2016-07-25,697383.602092,5681,732,1782,0.4107744107744108
2016-07-26,622771.923903,7550,678,1782,0.38047138047138046
2016-07-27,651121.9849837,10781,661,1782,0.37093153759820424
2016-07-28,533256.2493581,5647,710,1782,0.3984287317620651
2016-07-29,669585.8378729,11243,795,1782,0.44612794612794615
2016-07-30,910213.871959,6377,771,1782,0.43265993265993263
2016-07-31,997916.9572141,7050,747,1782,0.41919191919191917
2016-08-01,895580.405053,5349,674,1782,0.3782267115600449
2016-08-02,777592.8388893,7884,627,1782,0.35185185185185186
2016-08-03,779844.8100532,13361,676,1782,0.3793490460157127
2016-08-04,622883.098161,5955,601,1782,0.3372615039281706
2016-08-05,704092.7391311,11624,712,1782,0.3995510662177329
2016-08-06,858903.2119025,6266,595,1782,0.3338945005611672
2016-08-07,904321.436838,7562,621,1782,0.3484848484848485
2016-08-08,715195.5388238,6231,592,1782,0.33221099887766553
2016-08-09,635538.981035,8593,618,1782,0.3468013468013468
2016-08-10,658457.436112,13998,691,1782,0.3877665544332211
2016-08-11,596729.279945,6448,669,1782,0.37542087542087543
2016-08-12,745662.5051491,11760,777,1782,0.43602693602693604
2016-08-13,714905.9190669,6521,690,1782,0.3872053872053872
2016-08-14,761826.1289779,7400,666,1782,0.37373737373737376
2016-08-15,720032.299881,6925,659,1782,0.36980920314253646
2016-08-16,718671.651353,8896,636,1782,0.3569023569023569
2016-08-17,725945.703034,14445,683,1782,0.3832772166105499
2016-08-18,577350.5209386,6847,644,1782,0.3613916947250281
2016-08-19,678767.115815,12171,726,1782,0.4074074074074074
2016-08-20,828986.33584,7317,657,1782,0.3686868686868687
2016-08-21,901870.149939,8091,638,1782,0.35802469135802467
2016-08-22,714866.233843,6907,615,1782,0.3451178451178451
2016-08-23,660819.9779755,8720,608,1782,0.34118967452300786
2016-08-24,674613.0479498,13484,636,1782,0.3569023569023569
2016-08-25,554421.529139,5714,600,1782,0.3367003367003367
2016-08-26,646698.272887,11058,681,1782,0.38215488215488214
2016-08-27,791047.534486,6313,639,1782,0.35858585858585856
2016-08-28,858802.419759,7180,626,1782,0.35129068462401797
2016-08-29,671845.736816,6096,596,1782,0.3344556677890011
2016-08-30,624711.335056,8397,585,1782,0.3282828282828283
2016-08-31,731430.1240452,14079,691,1782,0.3877665544332211
2016-09-01,718105.570925,6204,663,1782,0.3720538720538721
2016-09-02,837129.587642,11445,751,1782,0.4214365881032548
2016-09-03,1057581.210918,5986,693,1782,0.3888888888888889
2016-09-04,1109985.857533,6669,681,1782,0.38215488215488214
2016-09-05,813763.2950235,5446,652,1782,0.3658810325476992
2016-09-06,751583.025072,7130,606,1782,0.3400673400673401
2016-09-07,738543.916999,12437,623,1782,0.3496071829405163
2016-09-08,595849.2986095,5757,592,1782,0.33221099887766553
2016-09-09,658969.026968,11435,745,1782,0.4180695847362514
2016-09-10,915938.559049,6595,629,1782,0.35297418630751964
2016-09-11,1017369.2242663,7187,640,1782,0.35914702581369246
2016-09-12,678776.4591265,5902,569,1782,0.31930415263748596
2016-09-13,603427.946974,7836,546,1782,0.3063973063973064
2016-09-14,624262.071976,13238,609,1782,0.34175084175084175
2016-09-15,568324.812986,8373,574,1782,0.3221099887766554
2016-09-16,691912.601466,14453,744,1782,0.4175084175084175
2016-09-17,899219.297508,9645,639,1782,0.35858585858585856
2016-09-18,1018662.657394,10453,639,1782,0.35858585858585856
2016-09-19,681159.341976,8924,598,1782,0.33557800224466894
2016-09-20,650980.3219717001,10992,555,1782,0.3114478114478115
2016-09-21,666928.400013,16166,600,1782,0.3367003367003367
2016-09-22,533276.332017,9185,590,1782,0.33108866442199775
2016-09-23,663685.9846653,14938,757,1782,0.42480359147025815
2016-09-24,861830.389997,10165,661,1782,0.37093153759820424
2016-09-25,952352.5509251,10902,659,1782,0.36980920314253646
2016-09-26,664217.4402937,9248,623,1782,0.3496071829405163
2016-09-27,587908.3278165,11118,611,1782,0.34287317620650953
2016-09-28,631761.1750463,15766,637,1782,0.3574635241301908
2016-09-29,520744.9210333,8746,582,1782,0.3265993265993266
2016-09-30,703198.490806,14020,702,1782,0.3939393939393939
2016-10-01,1175033.65823,9040,659,1782,0.36980920314253646
2016-10-02,1256480.1709663,10009,662,1782,0.37149270482603813
2016-10-03,833060.55889,8527,632,1782,0.3546576879910213
2016-10-04,724113.096039,11381,597,1782,0.335016835016835
2016-10-05,749712.3000211,16510,638,1782,0.35802469135802467
2016-10-06,581429.340158,8844,684,1782,0.3838383838383838
2016-10-07,797612.239327,14565,769,1782,0.43153759820426485
2016-10-08,932551.706831,9965,698,1782,0.39169472502805835
2016-10-09,1088251.479908,10957,694,1782,0.3894500561167228
2016-10-10,725312.8469015,9518,684,1782,0.3838383838383838
2016-10-11,625271.993952,11499,676,1782,0.3793490460157127
2016-10-12,665126.077693,15499,681,1782,0.38215488215488214
2016-10-13,558859.8909975,9141,661,1782,0.37093153759820424
2016-10-14,667954.207226,14622,769,1782,0.43153759820426485
2016-10-15,890613.591114,9962,712,1782,0.3995510662177329
2016-10-16,1104504.6882152,11029,715,1782,0.4012345679012346
2016-10-17,710456.4240015,8913,645,1782,0.36195286195286197
2016-10-18,630638.592023,10764,659,1782,0.36980920314253646
2016-10-19,647823.468973,15074,693,1782,0.3888888888888889
2016-10-20,583001.280078,8438,681,1782,0.38215488215488214
2016-10-21,669453.5420583,13952,797,1782,0.44725028058361394
2016-10-22,843626.415914,8824,711,1782,0.398989898989899
2016-10-23,1022953.689959,10108,723,1782,0.4057239057239057
2016-10-24,668507.6451983,8278,645,1782,0.36195286195286197
2016-10-25,610590.8979547,10318,659,1782,0.36980920314253646
2016-10-26,633413.8905697,20046,797,1782,0.44725028058361394
2016-10-27,544361.4798829,12296,730,1782,0.409652076318743
2016-10-28,638838.252231,18399,1001,1782,0.5617283950617284
2016-10-29,841074.6969995,15002,935,1782,0.5246913580246914
2016-10-30,954838.191008,15945,963,1782,0.5404040404040404
2016-10-31,654923.5029715,13089,836,1782,0.4691358024691358
2016-11-01,811832.445984,15036,767,1782,0.43041526374859707
2016-11-02,969033.618953,21832,871,1782,0.4887766554433221
2016-11-03,793811.6841115,13041,753,1782,0.4225589225589226
2016-11-04,858468.216477,17726,793,1782,0.4450056116722783
2016-11-05,887751.298669,13143,745,1782,0.4180695847362514
2016-11-06,1140367.104134,14731,787,1782,0.44163860830527496
2016-11-07,849451.0429045,12332,715,1782,0.4012345679012346
2016-11-08,767439.628434,13995,700,1782,0.39281705948372614
2016-11-09,790276.839009,21413,845,1782,0.47418630751964086
2016-11-10,588241.7590247,11964,795,1782,0.44612794612794615
2016-11-11,713396.4541223,17688,859,1782,0.4820426487093154
2016-11-12,929802.771943,13278,839,1782,0.4708193041526375
2016-11-13,1188982.232398,14446,849,1782,0.4764309764309764
2016-11-14,735723.172977,10519,730,1782,0.409652076318743
2016-11-15,691801.6290437999,13178,769,1782,0.43153759820426485
2016-11-16,830431.7415873,20041,762,1782,0.4276094276094276
2016-11-17,615228.2560159,9983,748,1782,0.41975308641975306
2016-11-18,738265.552222,15252,825,1782,0.46296296296296297
2016-11-19,935656.0010137,11708,850,1782,0.4769921436588103
2016-11-20,1125178.987911,12877,841,1782,0.4719416386083053
2016-11-21,773762.280859,11295,771,1782,0.43265993265993263
2016-11-22,690281.251004,13276,782,1782,0.4388327721661055
2016-11-23,753685.041456,20488,818,1782,0.4590347923681257
2016-11-24,595457.3062203,11234,757,1782,0.42480359147025815
2016-11-25,737819.484836,17137,867,1782,0.48653198653198654
2016-11-26,908066.823384,12489,791,1782,0.44388327721661053
2016-11-27,1056721.5920875,13624,779,1782,0.4371492704826038
2016-11-28,752583.7680527,11861,779,1782,0.4371492704826038
2016-11-29,645760.5082353,13347,744,1782,0.4175084175084175
2016-11-30,767361.704324,19424,789,1782,0.44276094276094274
2016-12-01,843603.315088,12985,805,1782,0.45173961840628507
2016-12-02,853454.930795,18819,869,1782,0.4876543209876543
2016-12-03,1113440.567059,14279,832,1782,0.4668911335578002
2016-12-04,1276195.0362097,15186,831,1782,0.4663299663299663
2016-12-05,896824.938971,13159,781,1782,0.4382716049382716
2016-12-06,932546.385931,15573,801,1782,0.4494949494949495
2016-12-07,867653.7351403,26861,885,1782,0.49663299663299665
2016-12-08,674077.382905,13681,825,1782,0.46296296296296297
2016-12-09,774941.923982,19275,914,1782,0.5129068462401796
2016-12-10,920050.745917,14826,847,1782,0.47530864197530864
2016-12-11,1119324.243986,16281,845,1782,0.47418630751964086
2016-12-12,844251.703802,13791,809,1782,0.45398428731762064
2016-12-13,747161.615593,16204,799,1782,0.4483726150392817
2016-12-14,829763.2190675,21728,827,1782,0.46408529741863075
2016-12-15,747641.1828753001,14623,838,1782,0.4702581369248036
2016-12-16,918899.786306,20131,923,1782,0.5179573512906847
2016-12-17,1071655.6282493,15863,854,1782,0.4792368125701459
2016-12-18,1260471.9085900001,17228,851,1782,0.4775533108866442
2016-12-19,1028242.8227987,15014,833,1782,0.4674523007856341
2016-12-20,1080402.388032,17863,865,1782,0.48540965207631875
2016-12-21,1181307.3270735,23427,890,1782,0.4994388327721661
2016-12-22,1135849.391084,15486,849,1782,0.4764309764309764
2016-12-23,1282145.5171351,21531,950,1782,0.5331088664421998
2016-12-24,1246837.8430543,15250,836,1782,0.4691358024691358
2016-12-26,1032770.748898,14818,826,1782,0.46352413019079686
2016-12-27,842475.490118,16147,777,1782,0.43602693602693604
2016-12-28,951533.7138481,23634,899,1782,0.5044893378226711
2016-12-29,894108.236835,15877,860,1782,0.4826038159371493
2016-12-30,1163643.0379923,21974,947,1782,0.5314253647586981
2016-12-31,1109012.812049,15984,845,1782,0.47418630751964086
2017-01-01,12082.500997,170,15,1782,0.008417508417508417
2017-01-02,1402306.370834,11812,855,1782,0.4797979797979798
2017-01-03,1104377.0798245,13906,830,1782,0.4657687991021324
2017-01-04,990093.463742,22918,872,1782,0.489337822671156
2017-01-05,777620.9540695,8550,849,1782,0.4764309764309764
2017-01-06,839600.237989,15539,901,1782,0.5056116722783389
2017-01-07,1103806.298949,10406,865,1782,0.48540965207631875
2017-01-08,1192543.750978,11277,858,1782,0.48148148148148145
2017-01-09,793724.8969065,9647,834,1782,0.468013468013468
2017-01-10,742635.5692609,11820,803,1782,0.4506172839506173
2017-01-11,770742.690065,17301,835,1782,0.4685746352413019
2017-01-12,629635.794004,9601,847,1782,0.47530864197530864
2017-01-13,768898.9443882,15674,921,1782,0.5168350168350169
2017-01-14,1021050.536226,10682,914,1782,0.5129068462401796
2017-01-15,1175725.165838,11548,904,1782,0.5072951739618407
2017-01-16,824488.666175,9912,874,1782,0.4904601571268238
2017-01-17,750836.542952,12064,812,1782,0.4556677890011223
2017-01-18,782656.0246723,18723,864,1782,0.48484848484848486
