date,total_sales,mean_sales_per_row,median_sales_per_row,total_promotion_units,rows_with_promotion,zero_sales_rows,total_rows,calendar_event_count,transferred_event_count,unique_locale_names,non_transferred_event_count,is_calendar_event,has_non_transferred_event,has_transferred_event,holiday_type_additional,holiday_type_bridge,holiday_type_event,holiday_type_holiday,holiday_type_transfer,holiday_type_work_day,holiday_locale_local,holiday_locale_national,holiday_locale_regional,rows_with_promotion_pct,zero_sales_pct,is_year_start
2015-04-20,481694.770966,270.31131928507295,4.0,1146,359,698,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.20145903479236812,0.39169472502805835,False
2015-04-21,426018.313035,239.06751573232324,4.0,1090,347,702,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,1,0,0,0.1947250280583614,0.3939393939393939,False
2015-04-22,421108.210059,236.31212685690235,4.0,1250,388,706,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.21773288439955107,0.3961840628507295,False
2015-04-23,392147.04200200003,220.06006846352415,4.0,3300,454,709,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2547699214365881,0.3978675645342312,False
2015-04-24,437625.507963,245.5810931329966,5.0,5216,437,694,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2452300785634119,0.3894500561167228,False
2015-04-25,588781.512939,330.4048894158249,7.0,1185,359,683,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.20145903479236812,0.3832772166105499,False
2015-04-26,625901.000988,351.2351296228956,5.0,1169,355,728,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.19921436588103256,0.40852974186307517,False
2015-04-27,425049.148087,238.5236521251403,4.0,1046,336,716,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.18855218855218855,0.40179573512906847,False
2015-04-28,374839.1850745,210.34746637177327,3.5,1057,349,722,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.19584736251402918,0.4051627384960718,False
2015-04-29,398724.330055,223.75102696689115,4.0,1012,371,713,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.20819304152637486,0.4001122334455668,False
2015-04-30,432612.141938,242.76775641863074,5.0,3267,439,733,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.24635241301907967,0.4113355780022447,False
2015-05-01,674509.400095,378.5125701992144,8.0,5555,469,687,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,0,1,0,0.26318742985409654,0.38552188552188554,False
2015-05-02,711052.273896,399.01923338720536,8.0,1343,389,689,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.21829405162738497,0.3866442199775533,False
2015-05-03,742887.785029,416.8842789163861,5.0,1381,407,739,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.22839506172839505,0.41470258136924804,False
2015-05-04,556245.147953,312.1465476728395,6.0,1282,414,673,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.23232323232323232,0.377665544332211,False
2015-05-05,509493.227021,285.9109018075196,7.0,1240,405,672,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.22727272727272727,0.3771043771043771,False
2015-05-06,504999.550962,283.38919807070704,7.0,1340,448,661,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.25140291806958476,0.37093153759820424,False
2015-05-07,444082.309939,249.20443879854096,6.0,3372,498,662,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.27946127946127947,0.37149270482603813,False
2015-05-08,481304.22297,270.09215654882155,8.0,5130,453,652,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2542087542087542,0.3658810325476992,False
2015-05-09,706705.440076,396.5799327025814,14.0,1156,377,629,1782,1,0,1,1,True,True,False,1,0,0,0,0,0,0,1,0,0.21156004489337824,0.35297418630751964,False
2015-05-10,558062.273048,313.166258725028,6.0,1024,349,687,1782,1,0,1,1,True,True,False,0,0,1,0,0,0,0,1,0,0.19584736251402918,0.38552188552188554,False
2015-05-11,524864.051063,294.53650452469134,6.0,1055,371,658,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.20819304152637486,0.36924803591470257,False
2015-05-12,452162.874045,253.73898655723906,5.0,1014,353,659,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,1,0,0,0.19809203142536475,0.36980920314253646,False
2015-05-13,446915.639008,250.7944102177329,6.0,1172,410,661,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.23007856341189675,0.37093153759820424,False
2015-05-14,395609.666087,222.00317962233444,5.5715,3153,445,663,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.24971941638608305,0.3720538720538721,False
2015-05-15,483535.538107,271.3442974786756,7.0,5076,459,663,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.25757575757575757,0.3720538720538721,False
2015-05-16,709798.552994,398.3156863041527,10.6025,1196,405,643,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.22727272727272727,0.3608305274971942,False
2015-05-17,798186.132143,447.91589907014594,7.0,1060,375,688,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.21043771043771045,0.38608305274971944,False
2015-05-18,496595.01098,278.67284566778903,6.0,968,376,671,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.21099887766554434,0.3765432098765432,False
2015-05-19,446375.4880335,250.49129519276093,6.0,999,388,684,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.21773288439955107,0.3838383838383838,False
2015-05-20,466238.630977,261.63784005443324,6.0,1232,442,678,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.24803591470258138,0.38047138047138046,False
2015-05-21,417006.136035,234.01017734848483,6.0,3115,455,684,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.255331088664422,0.3838383838383838,False
2015-05-22,458727.917031,257.42307353030304,7.0,4923,447,681,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.25084175084175087,0.38215488215488214,False
2015-05-23,658882.9229615,369.74350334539844,10.0,970,371,648,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.20819304152637486,0.36363636363636365,False
2015-05-24,738068.426823,414.1798130319865,6.0,1012,360,702,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,0,1,0,0.20202020202020202,0.3939393939393939,False
2015-05-25,534802.790004,300.11379910437705,6.0,941,366,672,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2053872053872054,0.3771043771043771,False
2015-05-26,463132.406006,259.89472839842875,6.0,887,368,684,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.20650953984287318,0.3838383838383838,False
2015-05-27,481804.96096,270.37315429854095,6.0,1007,406,676,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.22783389450056116,0.3793490460157127,False
2015-05-28,428506.881011,240.46401852469137,6.0,3183,471,676,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.26430976430976433,0.3793490460157127,False
2015-05-29,560519.530038,314.5451908181818,9.0,5079,460,655,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.25813692480359146,0.3675645342312009,False
2015-05-30,855728.291973,480.2066733855219,14.0,992,379,621,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.21268237934904602,0.3484848484848485,False
2015-05-31,1023564.76704,574.3910028282828,9.0,1025,384,679,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.21548821548821548,0.38103254769921435,False
2015-06-01,812081.2027655,455.71335733193047,17.0,1388,436,417,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.244668911335578,0.234006734006734,False
2015-06-02,753430.6418917,422.80058467547695,15.0,3643,473,414,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2654320987654321,0.23232323232323232,False
2015-06-03,747929.452075,419.71349723625144,16.0,5581,454,429,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2547699214365881,0.24074074074074073,False
2015-06-04,608994.6461083,341.7478373222783,15.0,3401,510,427,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.28619528619528617,0.23961840628507294,False
2015-06-05,657675.126037,369.06572729349045,18.3239995,5144,494,430,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2772166105499439,0.24130190796857465,False
2015-06-06,904437.271141,507.54055619584733,24.0,1066,390,407,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.21885521885521886,0.22839506172839505,False
2015-06-07,1070695.9178497,600.8394600727834,19.0,1068,381,440,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2138047138047138,0.24691358024691357,False
2015-06-08,696952.81204,391.10707746352415,16.0,949,382,434,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2143658810325477,0.24354657687991021,False
2015-06-09,623725.1071692,350.0140893205387,14.7575,3216,385,444,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.21604938271604937,0.24915824915824916,False
2015-06-10,641435.3719983,359.9525095388889,15.0,5373,431,439,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.24186307519640854,0.24635241301907967,False
2015-06-11,510019.1489275,286.20603194584737,15.0,1369,388,441,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.21773288439955107,0.2474747474747475,False
2015-06-12,606616.000975,340.41301962682377,16.0,6500,526,439,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2951739618406285,0.24635241301907967,False
2015-06-13,840727.775905,471.7888753675646,23.0,1564,448,400,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.25140291806958476,0.2244668911335578,False
2015-06-14,967745.7218685,543.0671839890572,17.3850005,2239,409,455,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.22951739618406286,0.255331088664422,False
2015-06-15,666557.1317587,374.05001782194165,15.751000000000001,1495,436,439,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.244668911335578,0.24635241301907967,False
2015-06-16,672637.824072,377.46230307070704,16.0,3629,513,430,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2878787878787879,0.24130190796857465,False
2015-06-17,677171.157112,380.0062610056117,17.0,8606,566,428,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3176206509539843,0.24017957351290684,False
2015-06-18,556155.0391433,312.09598156189674,15.0,1775,507,454,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2845117845117845,0.2547699214365881,False
2015-06-19,659233.5706609,369.9402753428171,19.0,6748,563,433,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3159371492704826,0.24298540965207632,False
2015-06-20,936951.654373,525.7865624988776,28.0,1586,497,412,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2789001122334456,0.23120089786756454,False
2015-06-21,790568.421132,443.64108929966335,15.0,2389,477,461,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2676767676767677,0.25869809203142535,False
2015-06-22,701208.22895,393.4950779741863,15.0,1617,458,430,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2570145903479237,0.24130190796857465,False
2015-06-23,640322.326029,359.3279046178451,15.3665,3756,517,443,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,1,0,0,0.29012345679012347,0.24859708193041527,False
2015-06-24,643411.714061,361.0615679354658,15.0,9265,630,437,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.35353535353535354,0.2452300785634119,False
2015-06-25,518700.9558973,291.077977495679,14.0,1154,342,452,1782,3,0,3,3,True,True,False,0,0,0,3,0,0,2,0,1,0.1919191919191919,0.2536475869809203,False
2015-06-26,593299.460788,332.94021368574636,16.0,6213,463,458,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.25982042648709314,0.2570145903479237,False
2015-06-27,831492.4641955,466.6063210973625,23.0,1166,385,411,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.21604938271604937,0.23063973063973064,False
2015-06-28,976563.5890657,548.0154820795174,16.0,1994,375,459,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.21043771043771045,0.25757575757575757,False
2015-06-29,639072.192193,358.62637047867565,14.0775,1006,328,457,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.1840628507295174,0.2564534231200898,False
2015-06-30,669548.425059,375.7286335909091,16.0,2927,341,451,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.19135802469135801,0.25308641975308643,False
2015-07-01,885953.200992,497.1679017912458,18.7845,8448,406,441,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.22783389450056116,0.2474747474747475,False
2015-07-02,705642.2820965,395.98332328647587,17.9904995,1306,308,447,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.1728395061728395,0.25084175084175087,False
2015-07-03,772773.3939200001,433.6551032098766,19.0,6484,447,453,1782,2,0,2,2,True,True,False,0,0,0,2,0,0,2,0,0,0.25084175084175087,0.2542087542087542,False
2015-07-04,1018541.84294,571.5723024354658,26.0,1252,329,411,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.18462401795735128,0.23063973063973064,False
2015-07-05,982427.6819,551.3062187991021,16.0,2065,333,472,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.18686868686868688,0.2648709315375982,False
2015-07-06,754949.70914,423.6530354320988,16.6695,1033,296,444,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.16610549943883277,0.24915824915824916,False
2015-07-07,654821.0515315,367.4641142152076,13.0,2971,304,468,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.17059483726150393,0.26262626262626265,False
2015-07-08,732992.130029,411.33116163243545,16.0,8236,397,441,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.22278338945005613,0.2474747474747475,False
2015-07-09,605032.4963965,339.5244087522447,15.0,1214,306,446,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.1717171717171717,0.250280583613917,False
2015-07-10,643986.381178,361.38405228844,19.0,6406,461,446,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.25869809203142535,0.250280583613917,False
2015-07-11,794984.703157,446.1193620409652,22.0,1137,318,424,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.17845117845117844,0.23793490460157127,False
2015-07-12,898731.936734,504.33890950280585,15.0,1942,300,466,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.16835016835016836,0.2615039281705948,False
2015-07-13,647967.077874,363.61788881818177,16.0,1009,263,452,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.14758698092031425,0.2536475869809203,False
2015-07-14,601452.258023,337.5152963092031,14.0,2851,293,439,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.1644219977553311,0.24635241301907967,False
2015-07-15,664505.100179,372.89848494893374,17.0,8255,380,441,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2132435465768799,0.2474747474747475,False
2015-07-16,584042.727022,327.7456380594837,15.0,1225,330,438,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.18518518518518517,0.24579124579124578,False
2015-07-17,653452.17114,366.6959434006734,18.0,6503,497,441,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2789001122334456,0.2474747474747475,False
2015-07-18,826353.336031,463.72241079180696,22.618499999999997,1126,353,416,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.19809203142536475,0.2334455667789001,False
2015-07-19,894707.299378,502.08041491470254,16.0,1938,314,444,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.17620650953984288,0.24915824915824916,False
2015-07-20,685961.243972,384.938969681257,16.0,1357,300,422,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.16835016835016836,0.23681257014590348,False
2015-07-21,607836.498977,341.09792310718296,15.0,3157,302,426,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.16947250280583614,0.23905723905723905,False
2015-07-22,631385.408886,354.31279959932664,16.0,8415,384,449,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.21548821548821548,0.25196408529741865,False
2015-07-23,541511.421067,303.87846300056117,15.0,1482,314,458,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,1,0,0,0.17620650953984288,0.2570145903479237,False
2015-07-24,635244.2449785,356.4782519520202,19.1919995,6714,460,428,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,1,0,0,0.25813692480359146,0.24017957351290684,False
2015-07-25,797427.520942,447.490191325477,25.0,1529,332,400,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,1,0,0,0.186307519640853,0.2244668911335578,False
2015-07-26,875032.0362592,491.0393020534231,18.0,2383,326,444,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.1829405162738496,0.24915824915824916,False
2015-07-27,652999.1942961001,366.4417476409091,16.0,1466,318,418,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.17845117845117844,0.2345679012345679,False
2015-07-28,594977.6665523,333.88196776223344,15.5,3408,319,422,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.17901234567901234,0.23681257014590348,False
2015-07-29,625449.98155,350.98203229517395,15.0,8747,424,426,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.23793490460157127,0.23905723905723905,False
2015-07-30,543393.592625,304.93467599607186,15.0,1662,336,421,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.18855218855218855,0.2362514029180696,False
2015-07-31,695083.4489723,390.05805217300787,20.0,7021,473,408,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2654320987654321,0.22895622895622897,False
2015-08-01,1044894.790061,586.3607127166106,30.0,1448,362,383,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2031425364758698,0.2149270482603816,False
2015-08-02,1043495.475018,585.575462973064,20.0415,2194,337,432,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.18911335578002245,0.24242424242424243,False
2015-08-03,811119.83411,455.1738687485971,19.0,1405,354,407,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.19865319865319866,0.22839506172839505,False
2015-08-04,726613.35811,407.75160387766556,19.0,3489,377,408,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.21156004489337824,0.22895622895622897,False
2015-08-05,724346.594,406.4795701459035,18.0,8919,458,425,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,1,0,0,0.2570145903479237,0.23849607182940516,False
2015-08-06,583375.211759,327.3710503698092,16.0,1529,398,402,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.22334455667789002,0.2255892255892256,False
2015-08-07,663326.5180703,372.23710329422,19.0,6744,515,405,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2890011223344557,0.22727272727272727,False
2015-08-08,784099.215997,440.01078338776654,24.5599995,1436,405,373,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.22727272727272727,0.20931537598204264,False
2015-08-09,679410.125135,381.2626964842873,16.0,2287,372,433,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.20875420875420875,0.24298540965207632,False
2015-08-10,785477.934216,440.78447486868686,22.0,1389,367,384,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,0,1,0,0.2059483726150393,0.21548821548821548,False
2015-08-11,668280.357956,375.01703589001124,16.0,3358,380,407,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2132435465768799,0.22839506172839505,False
2015-08-12,678064.7316857,380.50770577199773,17.5,7917,463,396,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.25982042648709314,0.2222222222222222,False
2015-08-13,557859.477954,313.05245676430974,17.0,1482,359,391,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.20145903479236812,0.21941638608305275,False
2015-08-14,734484.205049,412.1684652351291,20.0,6748,506,401,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2839506172839506,0.2250280583613917,False
2015-08-15,936339.026059,525.4427755662177,28.0,1434,393,344,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,1,0,0,0.22053872053872053,0.19304152637485972,False
2015-08-16,913846.62503,512.8207772334456,20.0,2166,359,407,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.20145903479236812,0.22839506172839505,False
2015-08-17,694747.161863,389.86933886812574,18.0,1393,367,373,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2059483726150393,0.20931537598204264,False
2015-08-18,629475.6430527,353.2411016008417,17.0,3316,364,372,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.20426487093153758,0.20875420875420875,False
2015-08-19,653733.3600063,366.85373737727275,17.0,7781,454,388,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2547699214365881,0.21773288439955107,False
2015-08-20,569443.704073,319.55314482210997,17.0,1511,392,389,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.21997755331088664,0.21829405162738497,False
2015-08-21,653281.208151,366.60000457407403,22.7255,7086,521,353,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.29236812570145904,0.19809203142536475,False
2015-08-22,803270.157597,450.768887540404,28.0,1653,419,346,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2351290684624018,0.1941638608305275,False
2015-08-23,865755.397429,485.8335563574635,21.0,2412,383,389,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2149270482603816,0.21829405162738497,False
2015-08-24,681575.9899773,382.47810885370376,19.0,1491,375,357,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,1,0,0,0.21043771043771045,0.20033670033670034,False
2015-08-25,624698.33755,350.560234315376,18.0,3525,401,357,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2250280583613917,0.20033670033670034,False
2015-08-26,640075.9908365,359.1896693807519,18.0,8142,469,353,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.26318742985409654,0.19809203142536475,False
2015-08-27,548043.327354,307.54395474410774,17.709,1462,356,370,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.19977553310886645,0.20763187429854096,False
2015-08-28,635737.2322,356.7549002244669,20.0,6846,500,356,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.28058361391694725,0.19977553310886645,False
2015-08-29,876953.096934,492.1173383468014,30.0,1484,388,344,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.21773288439955107,0.19304152637485972,False
2015-08-30,975697.601858,547.5295184388328,22.0,2310,357,382,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.20033670033670034,0.2143658810325477,False
2015-08-31,776152.5521897,435.55137608849606,21.0,1257,349,352,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.19584736251402918,0.19753086419753085,False
2015-09-01,906549.992952,508.72614643771044,24.0,3595,364,342,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.20426487093153758,0.1919191919191919,False
2015-09-02,879033.0925,493.2845636924804,22.0,8161,438,336,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.24579124579124578,0.18855218855218855,False
2015-09-03,707093.042,396.79744219977556,19.4105,2241,428,348,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.24017957351290684,0.19528619528619529,False
2015-09-04,736395.302632,413.2409105679012,21.0,7802,600,351,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3367003367003367,0.19696969696969696,False
2015-09-05,1052868.394291,590.8352380982043,34.5,2570,462,341,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.25925925925925924,0.19135802469135801,False
2015-09-06,1147642.583011,644.019406852413,24.0,3486,433,388,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.24298540965207632,0.21773288439955107,False
2015-09-07,767382.7769737,430.630065641807,20.0,2391,435,344,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2441077441077441,0.19304152637485972,False
2015-09-08,677312.236066,380.0854298911335,20.0,4385,433,361,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.24298540965207632,0.2025813692480359,False
2015-09-09,705633.4998935,395.9783950019641,20.0815,8964,532,370,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.29854096520763185,0.20763187429854096,False
2015-09-10,577743.795026,324.2108838529742,19.0,2597,448,371,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.25140291806958476,0.20819304152637486,False
2015-09-11,651330.167952,365.5051447542088,19.0,7873,603,367,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3383838383838384,0.2059483726150393,False
2015-09-12,921524.436013,517.1293131386083,30.0,2572,465,343,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2609427609427609,0.19248035914702583,False
2015-09-13,1023345.318906,574.2678557272727,22.0,3511,429,406,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.24074074074074073,0.22783389450056116,False
2015-09-14,688405.190061,386.3104321329966,19.0,2433,520,381,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.29180695847362514,0.2138047138047138,False
2015-09-15,682134.3540295,382.7914444609989,18.341499499999998,4657,539,381,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.30246913580246915,0.2138047138047138,False
2015-09-16,742089.667998,416.43640179461283,20.104,9156,611,386,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.34287317620650953,0.2166105499438833,False
2015-09-17,593577.802125,333.09640972222223,19.0,2563,540,368,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.30303030303030304,0.20650953984287318,False
2015-09-18,653805.874946,366.89443038496074,19.0,7943,655,366,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3675645342312009,0.2053872053872054,False
2015-09-19,935893.481059,525.1927503136925,29.0,2727,543,336,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3047138047138047,0.18855218855218855,False
2015-09-20,1037532.860693,582.2294392216611,19.0,3551,498,391,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.27946127946127947,0.21941638608305275,False
2015-09-21,717725.376959,402.763960134119,17.0,2517,478,370,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.26823793490460157,0.20763187429854096,False
2015-09-22,641914.7389995,360.2215145900674,17.0,4480,511,390,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2867564534231201,0.21885521885521886,False
2015-09-23,690419.721922,387.4409213928171,18.0,9189,591,380,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.33164983164983164,0.2132435465768799,False
